epoch	loss	acc	val_loss	val_acc
0	2.463591318290556	0.203414144298256	2.268300039085655	0.23866896139809404
1	2.3342244414410382	0.21704203122966242	2.2691920419157885	0.23866896139809404
2	2.290179449077864	0.22909195231426877	2.2666024505168765	0.23866896139809404
3	2.2767960826527385	0.2431501937748763	2.2206263547646747	0.27825587999868584
4	2.142813632108956	0.31344139999629195	2.0078491746045635	0.3407917378862494
5	1.944262087336573	0.3779945487255107	1.8198904894031607	0.3970166384421473
6	1.8047508190632755	0.4198823697280378	1.6641385382232623	0.4532415381260323
7	1.682043519394245	0.45359345855868166	1.6353159479484842	0.45553643198719124
8	1.6008557783037087	0.48127958678716976	1.509986827651181	0.5008605848730671
9	1.5075083526404205	0.5102567781062708	1.4315158835239816	0.5329890990147834
10	1.4703374396025783	0.5171424474953545	1.366964862049823	0.5565117615704145
11	1.3726410815849517	0.5598909771180772	1.3213614432618868	0.5662650596938186
12	1.3050855554478904	0.576531344353768	1.2959639641039	0.5806081463260618
13	1.3132006605939328	0.5710801892361979	1.310766391828015	0.5771658064918277
14	1.2445160750935091	0.5930282597544545	1.2461347762565809	0.5949512334370572
15	1.1738763973747464	0.6187060678164256	1.2163123402592784	0.6104417657346063
16	1.1372689785599588	0.6201405822503961	1.162178386098957	0.6288009166238777
17	1.1042271224040927	0.6435231673394295	1.1919780391697492	0.6075731506309356
18	1.0757369703036472	0.6436666188751705	1.1529026309170398	0.6414228342965083
19	1.040214693036693	0.6518433508632208	1.1238889660701215	0.6339644287689896
20	1.0406462902866123	0.6512695450964728	1.1600121299357369	0.624784853324354
21	0.9593604314688066	0.6823985081477583	1.1033729046018932	0.6437177291151716
22	0.9149520586320513	0.6943049776196702	1.0904277932418194	0.641422833339004
23	0.912202175199481	0.6894276287904207	1.1134364745839875	0.6465863445266116
24	0.8707914190900461	0.7145316310856439	1.0902046143016935	0.662650601554724
25	0.8080133003973752	0.7307416439022195	1.1075204330412602	0.6448651746094946
26	0.8018234734418248	0.7341844784856065	1.0906118726976561	0.6506024087836396
27	0.8184162812841074	0.7244297803739379	1.0992987323477565	0.646586345962868
28	0.817778776124977	0.728159518234016	1.1165981460971799	0.6379804942912913
29	0.7634942056441509	0.7432219192349334	1.0393282826167034	0.6643717716428239
30	0.7447164510486971	0.7503944915244918	1.0717915226109604	0.6540447500541302
31	0.7022169707256143	0.7663176014405928	1.0426096419664341	0.6718301774781118
32	0.6753487584666498	0.7726294647807662	1.0770114609652117	0.6597819851857797
33	0.6381175213728141	0.7948644386355666	1.061734675950725	0.674698794018039
34	0.6757796981330925	0.7740639791035819	1.0579576427336062	0.6752725197061067
35	0.6282397993512825	0.7898436379884138	1.0567926668395822	0.6609294330738634
36	0.6318899363069859	0.79041744394327	1.038835030209382	0.6752725174833288
37	0.5524689761830649	0.8173863148863698	1.0748965008396973	0.6735513475662117
38	0.5158271034253651	0.8261368525471138	1.0326634799346661	0.6746987957620648
39	0.5150080155717508	0.8344570360538043	1.0499862235507538	0.6735513488314854
40	0.4671400960344031	0.8477980204470581	1.0460755022106947	0.6861732633238337
41	0.46396912803028806	0.8419165114319456	1.1092097566378096	0.6597819847070275
42	0.521122804712897	0.8269975610860809	1.082917617780343	0.6701090085184991
43	0.45363422545516635	0.853536078191491	1.10719613665079	0.6597819843992583
44	0.440312109193951	0.8533926264676417	1.0798369518861097	0.6741250710315015
45	0.3924329764676084	0.8776359202238977	1.0720318774690043	0.6775674135672656
46	0.4012800230560609	0.8731889254204461	1.0911516145051243	0.6660929425174452
47	0.4046934060533289	0.8687419308393044	1.0648155478451762	0.6787148600190929
48	0.3996740996863267	0.8663032564246796	1.1252872430245493	0.6827309247548732
49	0.35433310236535476	0.8848084920859375	1.0846325817015139	0.6890418811290345
50	0.3662488972280549	0.8787835317402929	1.0790540215207185	0.6833046482201629
51	0.42347006277671384	0.861712809991433	1.1160686598108611	0.670682729761011
52	0.38225000006553006	0.8727585710013311	1.0734853950370267	0.6907630515249037
53	0.34824540160287487	0.8838043321052834	1.0696911600493728	0.6919104997207567
54	0.3241677405100234	0.8994405394714748	1.0712854289078397	0.7005163504348291
55	0.3540221177305523	0.8842346864132435	1.1501704728678595	0.65920826172049
56	0.3424192037358036	0.8892554870945979	1.0925814855119242	0.6930579466513361
57	0.28229405766339916	0.912064266023566	1.1337905800075827	0.6718301789143684
58	0.29345728351163175	0.9033137283799227	1.1391438255348358	0.6746987952833127
59	0.25722309731116955	0.9202409984049335	1.1505438477159984	0.6781411351175467
60	0.27517603284752434	0.909912494714625	1.1228076082088452	0.6936316683726002
61	0.26625687834727785	0.910916654900488	1.157338178301432	0.6850258168720064
62	0.2623536956073427	0.9178023237081464	1.1050125095123404	0.6953528387684693
63	0.2431066005186514	0.9226796728195581	1.149909214048774	0.68043602993621
64	0.23573117793085174	0.9259790560724129	1.1412375300900388	0.6890418814368038
65	0.24620407387526608	0.9218189642634903	1.1215456573017972	0.6873207115196867
66	0.2179734822415567	0.9324343708542734	1.1335875165920728	0.6936316683726002
67	0.2411241424919936	0.9229665758910403	1.1664049927694526	0.6873207119984389
68	0.18908917883593013	0.9439104861892325	1.1481793170951935	0.6850258176585278
69	0.21935522431469498	0.9297087937614836	1.1657189412562927	0.6804360294574577
70	0.2218245335287727	0.9325778225952234	1.152645738659682	0.6890418823943081
71	0.2031049618093753	0.9344426909267364	1.190639889999429	0.6878944345062242
72	0.2215755743992207	0.9277004733726568	1.1642289902380125	0.6953528409912473
73	0.19779463826737878	0.937168268729207	1.181876096996301	0.6798623069496724
74	0.1792109545334701	0.9463491606979113	1.1931971896330789	0.699368904290771
75	0.16598888756281127	0.9483574808815292	1.1940917453749456	0.6884681570140097
76	0.17227692382439294	0.948931286853486	1.2031512285058552	0.6930579471300884
77	0.15817728651260785	0.9543824417316457	1.2200758980391564	0.6884681584502662
78	0.15304352503722546	0.9536651841298937	1.2245227812489625	0.6850258176585278
79	0.1589650768231429	0.9506527038373661	1.2039089639913194	0.6924842236647987
80	0.15176816284229006	0.9549562474043396	1.202664028757	0.6965002869643224
81	0.15825670938968248	0.950365801065147	1.2094831565844897	0.6959265630202806
